policy,mode,key_variant,split,n_eval,accuracy,macro_f1,direct_count,thor_count,diagnostic_count,min_support,min_margin_default,min_margin_second,min_relative_gain
guarded_richer_s20_md3_ms0_rg0p05,guarded,richer,test,442,0.7058823529411765,0.7016010491053032,417,25,0,20,3,0,0.05
guarded_current_s10_md1_ms1_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,1,1,0.03
guarded_current_s10_md1_ms1_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,1,1,0.05
guarded_current_s10_md1_ms2_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,1,2,0.03
guarded_current_s10_md1_ms2_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,1,2,0.05
guarded_current_s10_md2_ms1_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,2,1,0.03
guarded_current_s10_md2_ms1_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,2,1,0.05
guarded_current_s10_md2_ms2_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,2,2,0.03
guarded_current_s10_md2_ms2_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,2,2,0.05
guarded_current_s10_md3_ms1_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,3,1,0.03
guarded_current_s10_md3_ms1_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,3,1,0.05
guarded_current_s10_md3_ms2_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,3,2,0.03
guarded_current_s10_md3_ms2_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,3,2,0.05
guarded_current_s20_md1_ms1_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,1,1,0.03
guarded_current_s20_md1_ms1_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,1,1,0.05
guarded_current_s20_md1_ms2_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,1,2,0.03
guarded_current_s20_md1_ms2_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,1,2,0.05
guarded_current_s20_md2_ms1_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,2,1,0.03
guarded_current_s20_md2_ms1_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,2,1,0.05
guarded_current_s20_md2_ms2_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,2,2,0.03
guarded_current_s20_md2_ms2_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,2,2,0.05
guarded_current_s20_md3_ms1_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,3,1,0.03
guarded_current_s20_md3_ms1_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,3,1,0.05
guarded_current_s20_md3_ms2_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,3,2,0.03
guarded_current_s20_md3_ms2_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,3,2,0.05
guarded_current_s5_md1_ms1_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,1,1,0.03
guarded_current_s5_md1_ms1_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,1,1,0.05
guarded_current_s5_md1_ms2_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,1,2,0.03
guarded_current_s5_md1_ms2_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,1,2,0.05
guarded_current_s5_md2_ms1_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,2,1,0.03
guarded_current_s5_md2_ms1_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,2,1,0.05
guarded_current_s5_md2_ms2_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,2,2,0.03
guarded_current_s5_md2_ms2_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,2,2,0.05
guarded_current_s5_md3_ms1_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,3,1,0.03
guarded_current_s5_md3_ms1_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,3,1,0.05
guarded_current_s5_md3_ms2_rg0p03,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,3,2,0.03
guarded_current_s5_md3_ms2_rg0p05,guarded,current,test,442,0.6787330316742082,0.6740747626200371,442,0,0,5,3,2,0.05
guarded_richer_s10_md1_ms1_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,1,1,0.03
guarded_richer_s10_md1_ms1_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,1,1,0.05
guarded_richer_s10_md1_ms2_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,1,2,0.03
guarded_richer_s10_md1_ms2_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,1,2,0.05
guarded_richer_s10_md2_ms1_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,2,1,0.03
guarded_richer_s10_md2_ms1_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,2,1,0.05
guarded_richer_s10_md2_ms2_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,2,2,0.03
guarded_richer_s10_md2_ms2_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,2,2,0.05
guarded_richer_s10_md3_ms1_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,3,1,0.03
guarded_richer_s10_md3_ms1_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,3,1,0.05
guarded_richer_s10_md3_ms2_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,3,2,0.03
guarded_richer_s10_md3_ms2_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,10,3,2,0.05
guarded_richer_s20_md1_ms1_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,1,1,0.03
guarded_richer_s20_md1_ms1_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,1,1,0.05
guarded_richer_s20_md1_ms2_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,1,2,0.03
guarded_richer_s20_md1_ms2_rg0p05,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,1,2,0.05
guarded_richer_s20_md2_ms1_rg0p03,guarded,richer,test,442,0.6787330316742082,0.6740747626200371,442,0,0,20,2,1,0.03
